id,ObjectType,XDouble,YDouble,WDouble,HDouble,Args
54,STATICDevFloor,25.0,6.0,1,1,Na
55,STATICDevFloor,25.0,6.0,1,1,Na
56,STATICDevFloor,20.0,7.0,1,1,Na
57,STATICDevFloor,20.0,7.0,1,1,Na
58,STATICDevFloor,28.0,4.0,1,1,Na
59,STATICDevFloor,28.0,4.0,1,1,Na
60,STATICDevFloor,29.0,4.0,1,1,Na
61,STATICDevFloor,29.0,4.0,1,1,Na
62,STATICDevFloor,29.0,7.0,1,1,Na
63,STATICDevFloor,29.0,7.0,1,1,Na
64,STATICDevFloor,29.0,6.0,1,1,Na
65,STATICDevFloor,29.0,6.0,1,1,Na
66,STATICDevFloor,29.0,5.0,1,1,Na
67,STATICDevFloor,29.0,5.0,1,1,Na
68,STATICDevFloor,30.0,7.0,1,1,Na
69,STATICDevFloor,30.0,7.0,1,1,Na
70,STATICDevFloor,31.0,7.0,1,1,Na
71,STATICDevFloor,31.0,7.0,1,1,Na
72,STATICDevFloor,32.0,7.0,1,1,Na
73,STATICDevFloor,32.0,7.0,1,1,Na
74,STATICDevFloor,33.0,7.0,1,1,Na
75,STATICDevFloor,33.0,7.0,1,1,Na
76,STATICDevFloor,34.0,7.0,1,1,Na
77,STATICDevFloor,34.0,7.0,1,1,Na
78,STATICDevFloor,35.0,7.0,1,1,Na
79,STATICDevFloor,35.0,7.0,1,1,Na
80,STATICDevFloor,36.0,7.0,1,1,Na
81,STATICDevFloor,36.0,7.0,1,1,Na
82,STATICDevFloor,37.0,7.0,1,1,Na
83,STATICDevFloor,37.0,7.0,1,1,Na
84,STATICDevFloor,38.0,7.0,1,1,Na
85,STATICDevFloor,38.0,7.0,1,1,Na
86,STATICDevFloor,39.0,6.0,1,1,Na
87,STATICDevFloor,39.0,6.0,1,1,Na
88,STATICDevFloor,41.0,6.0,1,1,Na
89,STATICDevFloor,41.0,6.0,1,1,Na
90,STATICDevFloor,40.0,6.0,1,1,Na
91,STATICDevFloor,40.0,6.0,1,1,Na
92,STATICDevFloor,42.0,6.0,1,1,Na
93,STATICDevFloor,42.0,6.0,1,1,Na
94,STATICDevFloor,43.0,6.0,1,1,Na
95,STATICDevFloor,43.0,6.0,1,1,Na
96,STATICDevFloor,44.0,7.0,1,1,Na
97,STATICDevFloor,44.0,7.0,1,1,Na
98,STATICDevFloor,45.0,7.0,1,1,Na
99,STATICDevFloor,45.0,7.0,1,1,Na
100,STATICDevFloor,46.0,7.0,1,1,Na
101,STATICDevFloor,46.0,7.0,1,1,Na
102,STATICDevFloor,47.0,7.0,1,1,Na
103,STATICDevFloor,47.0,7.0,1,1,Na
104,STATICDevFloor,48.0,7.0,1,1,Na
105,STATICDevFloor,48.0,7.0,1,1,Na
106,STATICDevFloor,49.0,7.0,1,1,Na
107,STATICDevFloor,49.0,7.0,1,1,Na
108,STATICDevFloor,49.0,5.0,1,1,Na
109,STATICDevFloor,49.0,5.0,1,1,Na
110,STATICDevFloor,49.0,6.0,1,1,Na
111,STATICDevFloor,49.0,6.0,1,1,Na
112,STATICDevFloor,50.0,5.0,1,1,Na
113,STATICDevFloor,50.0,5.0,1,1,Na
114,STATICDevFloor,51.0,5.0,1,1,Na
115,STATICDevFloor,51.0,5.0,1,1,Na
116,STATICDevFloor,51.0,6.0,1,1,Na
117,STATICDevFloor,51.0,6.0,1,1,Na
118,STATICDevFloor,51.0,7.0,1,1,Na
119,STATICDevFloor,51.0,7.0,1,1,Na
120,STATICDevFloor,52.0,7.0,1,1,Na
121,STATICDevFloor,52.0,7.0,1,1,Na
122,STATICDevFloor,53.0,7.0,1,1,Na
123,STATICDevFloor,53.0,7.0,1,1,Na
124,STATICDevFloor,54.0,7.0,1,1,Na
125,STATICDevFloor,54.0,7.0,1,1,Na
126,STATICDevFloor,55.0,7.0,1,1,Na
127,STATICDevFloor,55.0,7.0,1,1,Na
128,STATICDevFloor,56.0,7.0,1,1,Na
129,STATICDevFloor,56.0,7.0,1,1,Na
130,STATICDevFloor,57.0,7.0,1,1,Na
131,STATICDevFloor,57.0,7.0,1,1,Na
132,STATICDevFloor,58.0,7.0,1,1,Na
133,STATICDevFloor,58.0,7.0,1,1,Na
134,STATICDevFloor,59.0,7.0,1,1,Na
135,STATICDevFloor,59.0,7.0,1,1,Na
136,STATICDevFloor,60.0,7.0,1,1,Na
137,STATICDevFloor,60.0,7.0,1,1,Na
138,STATICDevFloor,63.0,7.0,1,1,Na
139,STATICDevFloor,63.0,7.0,1,1,Na
140,STATICDevFloor,64.0,7.0,1,1,Na
141,STATICDevFloor,64.0,7.0,1,1,Na
142,STATICDevFloor,65.0,7.0,1,1,Na
143,STATICDevFloor,65.0,7.0,1,1,Na
144,STATICDevFloor,66.0,7.0,1,1,Na
145,STATICDevFloor,66.0,7.0,1,1,Na
146,STATICDevFloor,67.0,7.0,1,1,Na
147,STATICDevFloor,67.0,7.0,1,1,Na
148,STATICDevFloor,68.0,7.0,1,1,Na
149,STATICDevFloor,68.0,7.0,1,1,Na
150,STATICDevFloor,70.0,7.0,1,1,Na
151,STATICDevFloor,70.0,7.0,1,1,Na
152,STATICDevFloor,69.0,7.0,1,1,Na
153,STATICDevFloor,69.0,7.0,1,1,Na
154,STATICDevFloor,71.0,7.0,1,1,Na
155,STATICDevFloor,71.0,7.0,1,1,Na
156,STATICDevFloor,72.0,7.0,1,1,Na
157,STATICDevFloor,72.0,7.0,1,1,Na
158,STATICDevFloor,73.0,7.0,1,1,Na
159,STATICDevFloor,73.0,7.0,1,1,Na
160,STATICDevFloor,74.0,7.0,1,1,Na
161,STATICDevFloor,74.0,7.0,1,1,Na
162,STATICDevFloor,75.0,7.0,1,1,Na
163,STATICDevFloor,75.0,7.0,1,1,Na
164,STATICDevFloor,76.0,7.0,1,1,Na
165,STATICDevFloor,76.0,7.0,1,1,Na
166,STATICDevFloor,77.0,7.0,1,1,Na
167,STATICDevFloor,77.0,7.0,1,1,Na
168,STATICDevFloor,78.0,7.0,1,1,Na
169,STATICDevFloor,78.0,7.0,1,1,Na
170,STATICDevFloor,79.0,7.0,1,1,Na
171,STATICDevFloor,79.0,7.0,1,1,Na
172,STATICDevFloor,80.0,7.0,1,1,Na
173,STATICDevFloor,80.0,7.0,1,1,Na
174,STATICDevFloor,81.0,7.0,1,1,Na
175,STATICDevFloor,81.0,7.0,1,1,Na
176,STATICDevFloor,82.0,7.0,1,1,Na
177,STATICDevFloor,82.0,7.0,1,1,Na
178,STATICDevFloor,86.0,7.0,1,1,Na
179,STATICDevFloor,86.0,7.0,1,1,Na
180,STATICDevFloor,87.0,7.0,1,1,Na
181,STATICDevFloor,87.0,7.0,1,1,Na
182,STATICDevFloor,88.0,7.0,1,1,Na
183,STATICDevFloor,88.0,7.0,1,1,Na
184,STATICDevFloor,89.0,7.0,1,1,Na
185,STATICDevFloor,89.0,7.0,1,1,Na
186,STATICDevFloor,90.0,7.0,1,1,Na
187,STATICDevFloor,90.0,7.0,1,1,Na
188,STATICDevFloor,90.0,6.0,1,1,Na
189,STATICDevFloor,90.0,6.0,1,1,Na
190,STATICDevFloor,90.0,5.0,1,1,Na
191,STATICDevFloor,90.0,5.0,1,1,Na
192,STATICDevFloor,90.0,4.0,1,1,Na
193,STATICDevFloor,90.0,4.0,1,1,Na
194,STATICDevFloor,91.0,4.0,1,1,Na
195,STATICDevFloor,91.0,4.0,1,1,Na
196,STATICDevFloor,92.0,4.0,1,1,Na
197,STATICDevFloor,92.0,4.0,1,1,Na
198,STATICDevFloor,92.0,5.0,1,1,Na
199,STATICDevFloor,92.0,5.0,1,1,Na
200,STATICDevFloor,92.0,6.0,1,1,Na
201,STATICDevFloor,92.0,6.0,1,1,Na
202,STATICDevFloor,92.0,7.0,1,1,Na
203,STATICDevFloor,92.0,7.0,1,1,Na
204,STATICDevFloor,93.0,7.0,1,1,Na
205,STATICDevFloor,93.0,7.0,1,1,Na
206,STATICDevFloor,95.0,1.0,1,1,Na
207,STATICDevFloor,95.0,1.0,1,1,Na
208,STATICDevFloor,96.0,1.0,1,1,Na
209,STATICDevFloor,96.0,1.0,1,1,Na
210,STATICDevFloor,97.0,1.0,1,1,Na
211,STATICDevFloor,97.0,1.0,1,1,Na
212,STATICDevFloor,98.0,1.0,1,1,Na
213,STATICDevFloor,98.0,1.0,1,1,Na
214,STATICDevFloor,99.0,1.0,1,1,Na
215,STATICDevFloor,99.0,1.0,1,1,Na
216,STATICDevFloor,94.0,7.0,1,1,Na
217,STATICDevFloor,94.0,7.0,1,1,Na
218,STATICDevFloor,95.0,7.0,1,1,Na
219,STATICDevFloor,95.0,7.0,1,1,Na
220,STATICDevFloor,96.0,7.0,1,1,Na
221,STATICDevFloor,96.0,7.0,1,1,Na
222,STATICDevFloor,97.0,7.0,1,1,Na
223,STATICDevFloor,97.0,7.0,1,1,Na
224,STATICDevFloor,98.0,7.0,1,1,Na
225,STATICDevFloor,98.0,7.0,1,1,Na
226,STATICDevFloor,99.0,7.0,1,1,Na
227,STATICDevFloor,99.0,7.0,1,1,Na
228,STATICDevFloor,100.0,7.0,1,1,Na
229,STATICDevFloor,100.0,7.0,1,1,Na
230,STATICDevFloor,101.0,7.0,1,1,Na
231,STATICDevFloor,101.0,7.0,1,1,Na
232,STATICDevFloor,102.0,7.0,1,1,Na
233,STATICDevFloor,102.0,7.0,1,1,Na
234,STATICDevFloor,103.0,7.0,1,1,Na
235,STATICDevFloor,103.0,7.0,1,1,Na
236,STATICDevFloor,104.0,7.0,1,1,Na
237,STATICDevFloor,104.0,7.0,1,1,Na
238,STATICDevFloor,105.0,7.0,1,1,Na
239,STATICDevFloor,105.0,7.0,1,1,Na
240,STATICDevFloor,106.0,7.0,1,1,Na
241,STATICDevFloor,106.0,7.0,1,1,Na
242,STATICDevFloor,107.0,7.0,1,1,Na
243,STATICDevFloor,107.0,7.0,1,1,Na
244,STATICDevFloor,108.0,7.0,1,1,Na
245,STATICDevFloor,108.0,7.0,1,1,Na
246,STATICDevFloor,109.0,7.0,1,1,Na
247,STATICDevFloor,109.0,7.0,1,1,Na
248,STATICDevFloor,110.0,7.0,1,1,Na
249,STATICDevFloor,110.0,7.0,1,1,Na
250,STATICDevFloor,111.0,7.0,1,1,Na
251,STATICDevFloor,111.0,7.0,1,1,Na
252,STATICDevFloor,112.0,7.0,1,1,Na
253,STATICDevFloor,112.0,7.0,1,1,Na
254,STATICDevFloor,110.0,3.0,1,1,Na
255,STATICDevFloor,110.0,3.0,1,1,Na
256,STATICDevFloor,111.0,3.0,1,1,Na
257,STATICDevFloor,111.0,3.0,1,1,Na
258,STATICDevFloor,112.0,3.0,1,1,Na
259,STATICDevFloor,112.0,3.0,1,1,Na
260,STATICDevFloor,113.0,3.0,1,1,Na
261,STATICDevFloor,113.0,3.0,1,1,Na
262,STATICDevFloor,113.0,7.0,1,1,Na
263,STATICDevFloor,113.0,7.0,1,1,Na
264,STATICDevFloor,114.0,7.0,1,1,Na
265,STATICDevFloor,114.0,7.0,1,1,Na
266,STATICDevFloor,115.0,7.0,1,1,Na
267,STATICDevFloor,115.0,7.0,1,1,Na
268,STATICDevFloor,116.0,7.0,1,1,Na
269,STATICDevFloor,116.0,7.0,1,1,Na
270,STATICDevFloor,117.0,7.0,1,1,Na
271,STATICDevFloor,117.0,7.0,1,1,Na
272,STATICDevFloor,118.0,7.0,1,1,Na
273,STATICDevFloor,118.0,7.0,1,1,Na
274,STATICDevFloor,119.0,7.0,1,1,Na
275,STATICDevFloor,119.0,7.0,1,1,Na
276,STATICDevFloor,120.0,7.0,1,1,Na
277,STATICDevFloor,120.0,7.0,1,1,Na
278,STATICDevFloor,114.0,3.0,1,1,Na
279,STATICDevFloor,114.0,3.0,1,1,Na
280,STATICDevFloor,115.0,3.0,1,1,Na
281,STATICDevFloor,115.0,3.0,1,1,Na
282,STATICDevFloor,116.0,3.0,1,1,Na
283,STATICDevFloor,116.0,3.0,1,1,Na
284,STATICDevFloor,117.0,3.0,1,1,Na
285,STATICDevFloor,117.0,3.0,1,1,Na
286,STATICDevFloor,118.0,3.0,1,1,Na
287,STATICDevFloor,118.0,3.0,1,1,Na
288,STATICDevFloor,114.0,-1.0,1,1,Na
289,STATICDevFloor,114.0,-1.0,1,1,Na
290,STATICDevFloor,115.0,-1.0,1,1,Na
291,STATICDevFloor,115.0,-1.0,1,1,Na
292,STATICDevFloor,113.0,-1.0,1,1,Na
293,STATICDevFloor,113.0,-1.0,1,1,Na
294,STATICDevFloor,121.0,7.0,1,1,Na
295,STATICDevFloor,121.0,7.0,1,1,Na
296,STATICDevFloor,122.0,7.0,1,1,Na
297,STATICDevFloor,122.0,7.0,1,1,Na
298,STATICDevFloor,123.0,7.0,1,1,Na
299,STATICDevFloor,123.0,7.0,1,1,Na
300,STATICDevFloor,124.0,7.0,1,1,Na
301,STATICDevFloor,124.0,7.0,1,1,Na
302,STATICDevFloor,124.0,6.0,1,1,Na
303,STATICDevFloor,124.0,6.0,1,1,Na
304,STATICDevFloor,124.0,5.0,1,1,Na
305,STATICDevFloor,124.0,5.0,1,1,Na
306,STATICDevFloor,125.0,5.0,1,1,Na
307,STATICDevFloor,125.0,5.0,1,1,Na
308,STATICDevFloor,126.0,5.0,1,1,Na
309,STATICDevFloor,126.0,5.0,1,1,Na
310,STATICDevFloor,126.0,6.0,1,1,Na
311,STATICDevFloor,126.0,6.0,1,1,Na
312,STATICDevFloor,126.0,7.0,1,1,Na
313,STATICDevFloor,126.0,7.0,1,1,Na
314,STATICDevFloor,127.0,7.0,1,1,Na
315,STATICDevFloor,127.0,7.0,1,1,Na
316,STATICDevFloor,128.0,7.0,1,1,Na
317,STATICDevFloor,128.0,7.0,1,1,Na
318,STATICDevFloor,129.0,7.0,1,1,Na
319,STATICDevFloor,129.0,7.0,1,1,Na
320,STATICDevFloor,130.0,7.0,1,1,Na
321,STATICDevFloor,130.0,7.0,1,1,Na
322,STATICDevFloor,131.0,7.0,1,1,Na
323,STATICDevFloor,131.0,7.0,1,1,Na
324,STATICDevFloor,132.0,7.0,1,1,Na
325,STATICDevFloor,132.0,7.0,1,1,Na
326,STATICDevFloor,133.0,7.0,1,1,Na
327,STATICDevFloor,133.0,7.0,1,1,Na
328,STATICDevFloor,134.0,7.0,1,1,Na
329,STATICDevFloor,134.0,7.0,1,1,Na
330,STATICDevFloor,135.0,7.0,1,1,Na
331,STATICDevFloor,135.0,7.0,1,1,Na
332,STATICDevFloor,136.0,7.0,1,1,Na
333,STATICDevFloor,136.0,7.0,1,1,Na
334,STATICDevFloor,137.0,12.0,1,1,Na
335,STATICDevFloor,137.0,12.0,1,1,Na
336,STATICDevFloor,138.0,12.0,1,1,Na
337,STATICDevFloor,138.0,12.0,1,1,Na
338,STATICDevFloor,140.0,7.0,1,1,Na
339,STATICDevFloor,140.0,7.0,1,1,Na
340,STATICDevFloor,139.0,7.0,1,1,Na
341,STATICDevFloor,139.0,7.0,1,1,Na
342,STATICDevFloor,141.0,7.0,1,1,Na
343,STATICDevFloor,141.0,7.0,1,1,Na
344,STATICDevFloor,142.0,7.0,1,1,Na
345,STATICDevFloor,142.0,7.0,1,1,Na
346,STATICDevFloor,143.0,7.0,1,1,Na
347,STATICDevFloor,143.0,7.0,1,1,Na
348,STATICDevFloor,143.0,6.0,1,1,Na
349,STATICDevFloor,143.0,6.0,1,1,Na
350,STATICDevFloor,144.0,6.0,1,1,Na
351,STATICDevFloor,144.0,6.0,1,1,Na
352,STATICDevFloor,145.0,6.0,1,1,Na
353,STATICDevFloor,145.0,6.0,1,1,Na
354,STATICDevFloor,146.0,6.0,1,1,Na
355,STATICDevFloor,146.0,6.0,1,1,Na
356,STATICDevFloor,147.0,6.0,1,1,Na
357,STATICDevFloor,147.0,6.0,1,1,Na
358,STATICDevFloor,147.0,5.0,1,1,Na
359,STATICDevFloor,147.0,5.0,1,1,Na
360,STATICDevFloor,147.0,4.0,1,1,Na
361,STATICDevFloor,147.0,4.0,1,1,Na
362,STATICDevFloor,148.0,4.0,1,1,Na
363,STATICDevFloor,148.0,4.0,1,1,Na
364,STATICDevFloor,149.0,4.0,1,1,Na
365,STATICDevFloor,149.0,4.0,1,1,Na
366,STATICDevFloor,150.0,4.0,1,1,Na
367,STATICDevFloor,150.0,4.0,1,1,Na
368,STATICDevFloor,151.0,4.0,1,1,Na
369,STATICDevFloor,151.0,4.0,1,1,Na
370,STATICDevFloor,152.0,4.0,1,1,Na
371,STATICDevFloor,152.0,4.0,1,1,Na
372,STATICDevFloor,153.0,4.0,1,1,Na
373,STATICDevFloor,153.0,4.0,1,1,Na
374,STATICDevFloor,154.0,4.0,1,1,Na
375,STATICDevFloor,154.0,4.0,1,1,Na
376,STATICDevFloor,155.0,4.0,1,1,Na
377,STATICDevFloor,155.0,4.0,1,1,Na
378,STATICDevFloor,156.0,4.0,1,1,Na
379,STATICDevFloor,156.0,4.0,1,1,Na
380,STATICDevFloor,156.0,5.0,1,1,Na
381,STATICDevFloor,156.0,5.0,1,1,Na
382,STATICDevFloor,156.0,6.0,1,1,Na
383,STATICDevFloor,156.0,6.0,1,1,Na
384,STATICDevFloor,157.0,6.0,1,1,Na
385,STATICDevFloor,157.0,6.0,1,1,Na
386,STATICDevFloor,158.0,6.0,1,1,Na
387,STATICDevFloor,158.0,6.0,1,1,Na
388,STATICDevFloor,159.0,6.0,1,1,Na
389,STATICDevFloor,159.0,6.0,1,1,Na
390,STATICDevFloor,159.0,7.0,1,1,Na
391,STATICDevFloor,159.0,7.0,1,1,Na
392,STATICDevFloor,162.0,7.0,1,1,Na
393,STATICDevFloor,162.0,7.0,1,1,Na
394,STATICDevFloor,163.0,7.0,1,1,Na
395,STATICDevFloor,163.0,7.0,1,1,Na
396,STATICDevFloor,164.0,7.0,1,1,Na
397,STATICDevFloor,164.0,7.0,1,1,Na
398,STATICDevFloor,165.0,7.0,1,1,Na
399,STATICDevFloor,165.0,7.0,1,1,Na
400,STATICDevFloor,166.0,5.0,1,1,Na
401,STATICDevFloor,166.0,5.0,1,1,Na
402,STATICDevFloor,166.0,6.0,1,1,Na
403,STATICDevFloor,166.0,6.0,1,1,Na
404,STATICDevFloor,166.0,7.0,1,1,Na
405,STATICDevFloor,166.0,7.0,1,1,Na
406,STATICDevFloor,167.0,5.0,1,1,Na
407,STATICDevFloor,167.0,5.0,1,1,Na
408,STATICDevFloor,168.0,5.0,1,1,Na
409,STATICDevFloor,168.0,5.0,1,1,Na
410,STATICDevFloor,168.0,6.0,1,1,Na
411,STATICDevFloor,168.0,6.0,1,1,Na
412,STATICDevFloor,168.0,7.0,1,1,Na
413,STATICDevFloor,168.0,7.0,1,1,Na
414,STATICDevFloor,169.0,7.0,1,1,Na
415,STATICDevFloor,169.0,7.0,1,1,Na
416,STATICDevFloor,170.0,7.0,1,1,Na
417,STATICDevFloor,170.0,7.0,1,1,Na
418,STATICDevFloor,171.0,7.0,1,1,Na
419,STATICDevFloor,171.0,7.0,1,1,Na
420,STATICDevFloor,172.0,7.0,1,1,Na
421,STATICDevFloor,172.0,7.0,1,1,Na
422,STATICDevFloor,173.0,7.0,1,1,Na
423,STATICDevFloor,173.0,7.0,1,1,Na
424,STATICDevFloor,172.0,3.0,1,1,Na
425,STATICDevFloor,172.0,3.0,1,1,Na
426,STATICDevFloor,173.0,3.0,1,1,Na
427,STATICDevFloor,173.0,3.0,1,1,Na
428,STATICDevFloor,174.0,3.0,1,1,Na
429,STATICDevFloor,174.0,3.0,1,1,Na
430,STATICDevFloor,174.0,7.0,1,1,Na
431,STATICDevFloor,174.0,7.0,1,1,Na
432,STATICDevFloor,175.0,7.0,1,1,Na
433,STATICDevFloor,175.0,7.0,1,1,Na
434,STATICDevFloor,176.0,7.0,1,1,Na
435,STATICDevFloor,176.0,7.0,1,1,Na
436,STATICDevFloor,177.0,7.0,1,1,Na
437,STATICDevFloor,177.0,7.0,1,1,Na
438,STATICDevFloor,178.0,7.0,1,1,Na
439,STATICDevFloor,178.0,7.0,1,1,Na
440,STATICDevFloor,179.0,7.0,1,1,Na
441,STATICDevFloor,179.0,7.0,1,1,Na
442,STATICDevFloor,180.0,7.0,1,1,Na
443,STATICDevFloor,180.0,7.0,1,1,Na
444,STATICDevFloor,181.0,7.0,1,1,Na
445,STATICDevFloor,181.0,7.0,1,1,Na
446,STATICDevFloor,185.0,7.0,1,1,Na
447,STATICDevFloor,185.0,7.0,1,1,Na
448,STATICDevFloor,186.0,7.0,1,1,Na
449,STATICDevFloor,186.0,7.0,1,1,Na
450,STATICDevFloor,188.0,7.0,1,1,Na
451,STATICDevFloor,188.0,7.0,1,1,Na
452,STATICDevFloor,187.0,7.0,1,1,Na
453,STATICDevFloor,187.0,7.0,1,1,Na
454,STATICDevFloor,187.0,3.0,1,1,Na
455,STATICDevFloor,187.0,3.0,1,1,Na
456,STATICDevFloor,188.0,3.0,1,1,Na
457,STATICDevFloor,188.0,3.0,1,1,Na
458,STATICDevFloor,189.0,3.0,1,1,Na
459,STATICDevFloor,189.0,3.0,1,1,Na
460,STATICDevFloor,189.0,7.0,1,1,Na
461,STATICDevFloor,189.0,7.0,1,1,Na
462,STATICDevFloor,190.0,7.0,1,1,Na
463,STATICDevFloor,190.0,7.0,1,1,Na
464,STATICDevFloor,191.0,7.0,1,1,Na
465,STATICDevFloor,191.0,7.0,1,1,Na
466,STATICDevFloor,192.0,7.0,1,1,Na
467,STATICDevFloor,192.0,7.0,1,1,Na
468,STATICDevFloor,193.0,7.0,1,1,Na
469,STATICDevFloor,193.0,7.0,1,1,Na
470,STATICDevFloor,194.0,7.0,1,1,Na
471,STATICDevFloor,194.0,7.0,1,1,Na
472,STATICDevFloor,195.0,6.0,1,1,Na
473,STATICDevFloor,195.0,6.0,1,1,Na
474,STATICDevFloor,196.0,5.0,1,1,Na
475,STATICDevFloor,196.0,5.0,1,1,Na
476,STATICDevFloor,197.0,4.0,1,1,Na
477,STATICDevFloor,197.0,4.0,1,1,Na
478,STATICDevFloor,198.0,3.0,1,1,Na
479,STATICDevFloor,198.0,3.0,1,1,Na
480,STATICDevFloor,199.0,2.0,1,1,Na
481,STATICDevFloor,199.0,2.0,1,1,Na
482,STATICDevFloor,200.0,1.0,1,1,Na
483,STATICDevFloor,200.0,1.0,1,1,Na
484,STATICDevFloor,201.0,0.0,1,1,Na
485,STATICDevFloor,201.0,0.0,1,1,Na
486,STATICDevFloor,202.0,0.0,1,1,Na
487,STATICDevFloor,202.0,0.0,1,1,Na
488,STATICDevFloor,202.0,1.0,1,1,Na
489,STATICDevFloor,202.0,1.0,1,1,Na
490,STATICDevFloor,202.0,2.0,1,1,Na
491,STATICDevFloor,202.0,2.0,1,1,Na
492,STATICDevFloor,202.0,3.0,1,1,Na
493,STATICDevFloor,202.0,3.0,1,1,Na
494,STATICDevFloor,202.0,4.0,1,1,Na
495,STATICDevFloor,202.0,4.0,1,1,Na
496,STATICDevFloor,202.0,5.0,1,1,Na
497,STATICDevFloor,202.0,5.0,1,1,Na
498,STATICDevFloor,202.0,6.0,1,1,Na
499,STATICDevFloor,202.0,6.0,1,1,Na
500,STATICDevFloor,203.0,7.0,1,1,Na
501,STATICDevFloor,203.0,7.0,1,1,Na
502,STATICDevFloor,204.0,7.0,1,1,Na
503,STATICDevFloor,204.0,7.0,1,1,Na
504,STATICDevFloor,205.0,7.0,1,1,Na
505,STATICDevFloor,205.0,7.0,1,1,Na
506,STATICDevFloor,206.0,7.0,1,1,Na
507,STATICDevFloor,206.0,7.0,1,1,Na
508,STATICDevFloor,207.0,7.0,1,1,Na
509,STATICDevFloor,207.0,7.0,1,1,Na
510,STATICDevFloor,208.0,7.0,1,1,Na
511,STATICDevFloor,208.0,7.0,1,1,Na
512,STATICDevFloor,210.0,7.0,1,1,Na
513,STATICDevFloor,210.0,7.0,1,1,Na
514,STATICDevFloor,209.0,7.0,1,1,Na
515,STATICDevFloor,209.0,7.0,1,1,Na
516,STATICDevFloor,211.0,6.0,1,1,Na
517,STATICDevFloor,211.0,6.0,1,1,Na
518,STATICDevFloor,212.0,6.0,1,1,Na
519,STATICDevFloor,212.0,6.0,1,1,Na
520,STATICDevFloor,213.0,7.0,1,1,Na
521,STATICDevFloor,213.0,7.0,1,1,Na
522,STATICDevFloor,214.0,7.0,1,1,Na
523,STATICDevFloor,214.0,7.0,1,1,Na
524,STATICDevFloor,212.0,3.0,1,1,Na
525,STATICDevFloor,212.0,3.0,1,1,Na
526,STATICDevFloor,212.0,0.0,1,1,Na
527,STATICDevFloor,212.0,0.0,1,1,Na
528,STATICDevFloor,212.0,-3.0,1,1,Na
529,STATICDevFloor,212.0,-3.0,1,1,Na
530,STATICDevFloor,212.0,-6.0,1,1,Na
531,STATICDevFloor,212.0,-6.0,1,1,Na
532,STATICDevFloor,215.0,7.0,1,1,Na
533,STATICDevFloor,215.0,7.0,1,1,Na
534,STATICDevFloor,216.0,7.0,1,1,Na
