id,ObjectType,XDouble,YDouble,WDouble,HDouble,Args
100,STATICblock1,46.0,7.0,1,1,Na
101,STATICblock1,46.0,7.0,1,1,Na
102,STATICblock1,47.0,7.0,1,1,Na
103,STATICblock1,47.0,7.0,1,1,Na
104,STATICblock1,48.0,7.0,1,1,Na
105,STATICblock1,48.0,7.0,1,1,Na
106,STATICblock1,49.0,7.0,1,1,Na
107,STATICblock1,49.0,7.0,1,1,Na
108,STATICblock1,49.0,5.0,1,1,Na
109,STATICblock1,49.0,5.0,1,1,Na
110,STATICblock1,49.0,6.0,1,1,Na
111,STATICblock1,49.0,6.0,1,1,Na
112,STATICblock1,50.0,5.0,1,1,Na
113,STATICblock1,50.0,5.0,1,1,Na
114,STATICblock1,51.0,5.0,1,1,Na
115,STATICblock1,51.0,5.0,1,1,Na
116,STATICblock1,51.0,6.0,1,1,Na
117,STATICblock1,51.0,6.0,1,1,Na
118,STATICblock1,51.0,7.0,1,1,Na
119,STATICblock1,51.0,7.0,1,1,Na
120,STATICblock1,52.0,7.0,1,1,Na
121,STATICblock1,52.0,7.0,1,1,Na
122,STATICblock1,53.0,7.0,1,1,Na
123,STATICblock1,53.0,7.0,1,1,Na
124,STATICblock1,54.0,7.0,1,1,Na
125,STATICblock1,54.0,7.0,1,1,Na
126,STATICblock1,55.0,7.0,1,1,Na
127,STATICblock1,55.0,7.0,1,1,Na
128,STATICblock1,56.0,7.0,1,1,Na
129,STATICblock1,56.0,7.0,1,1,Na
130,STATICblock1,57.0,7.0,1,1,Na
131,STATICblock1,57.0,7.0,1,1,Na
132,STATICblock1,58.0,7.0,1,1,Na
133,STATICblock1,58.0,7.0,1,1,Na
134,STATICblock1,59.0,7.0,1,1,Na
135,STATICblock1,59.0,7.0,1,1,Na
136,STATICblock1,60.0,7.0,1,1,Na
137,STATICblock1,60.0,7.0,1,1,Na
138,STATICblock1,63.0,7.0,1,1,Na
139,STATICblock1,63.0,7.0,1,1,Na
140,STATICblock1,64.0,7.0,1,1,Na
141,STATICblock1,64.0,7.0,1,1,Na
142,STATICblock1,65.0,7.0,1,1,Na
143,STATICblock1,65.0,7.0,1,1,Na
144,STATICblock1,66.0,7.0,1,1,Na
145,STATICblock1,66.0,7.0,1,1,Na
146,STATICblock1,67.0,7.0,1,1,Na
147,STATICblock1,67.0,7.0,1,1,Na
148,STATICblock1,68.0,7.0,1,1,Na
149,STATICblock1,68.0,7.0,1,1,Na
150,STATICblock1,70.0,7.0,1,1,Na
151,STATICblock1,70.0,7.0,1,1,Na
152,STATICblock1,69.0,7.0,1,1,Na
153,STATICblock1,69.0,7.0,1,1,Na
154,STATICblock1,71.0,7.0,1,1,Na
155,STATICblock1,71.0,7.0,1,1,Na
156,STATICblock1,72.0,7.0,1,1,Na
157,STATICblock1,72.0,7.0,1,1,Na
158,STATICblock1,73.0,7.0,1,1,Na
159,STATICblock1,73.0,7.0,1,1,Na
160,STATICblock1,74.0,7.0,1,1,Na
161,STATICblock1,74.0,7.0,1,1,Na
162,STATICblock1,75.0,7.0,1,1,Na
163,STATICblock1,75.0,7.0,1,1,Na
164,STATICblock1,76.0,7.0,1,1,Na
165,STATICblock1,76.0,7.0,1,1,Na
166,STATICblock1,77.0,7.0,1,1,Na
167,STATICblock1,77.0,7.0,1,1,Na
168,STATICblock1,78.0,7.0,1,1,Na
169,STATICblock1,78.0,7.0,1,1,Na
170,STATICblock1,79.0,7.0,1,1,Na
171,STATICblock1,79.0,7.0,1,1,Na
172,STATICblock1,80.0,7.0,1,1,Na
173,STATICblock1,80.0,7.0,1,1,Na
174,STATICblock1,81.0,7.0,1,1,Na
175,STATICblock1,81.0,7.0,1,1,Na
176,STATICblock1,82.0,7.0,1,1,Na
177,STATICblock1,82.0,7.0,1,1,Na
178,STATICblock1,86.0,7.0,1,1,Na
179,STATICblock1,86.0,7.0,1,1,Na
180,STATICblock1,87.0,7.0,1,1,Na
181,STATICblock1,87.0,7.0,1,1,Na
182,STATICblock1,88.0,7.0,1,1,Na
183,STATICblock1,88.0,7.0,1,1,Na
184,STATICblock1,89.0,7.0,1,1,Na
185,STATICblock1,89.0,7.0,1,1,Na
186,STATICblock1,90.0,7.0,1,1,Na
187,STATICblock1,90.0,7.0,1,1,Na
188,STATICblock1,90.0,6.0,1,1,Na
189,STATICblock1,90.0,6.0,1,1,Na
190,STATICblock1,90.0,5.0,1,1,Na
191,STATICblock1,90.0,5.0,1,1,Na
192,STATICblock1,90.0,4.0,1,1,Na
193,STATICblock1,90.0,4.0,1,1,Na
194,STATICblock1,91.0,4.0,1,1,Na
195,STATICblock1,91.0,4.0,1,1,Na
196,STATICblock1,92.0,4.0,1,1,Na
197,STATICblock1,92.0,4.0,1,1,Na
198,STATICblock1,92.0,5.0,1,1,Na
199,STATICblock1,92.0,5.0,1,1,Na
200,STATICblock1,92.0,6.0,1,1,Na
201,STATICblock1,92.0,6.0,1,1,Na
202,STATICblock1,92.0,7.0,1,1,Na
203,STATICblock1,92.0,7.0,1,1,Na
204,STATICblock1,93.0,7.0,1,1,Na
205,STATICblock1,93.0,7.0,1,1,Na
206,STATICblock1,95.0,1.0,1,1,Na
207,STATICblock1,95.0,1.0,1,1,Na
208,STATICblock1,96.0,1.0,1,1,Na
209,STATICblock1,96.0,1.0,1,1,Na
210,STATICblock1,97.0,1.0,1,1,Na
211,STATICblock1,97.0,1.0,1,1,Na
212,STATICblock1,98.0,1.0,1,1,Na
213,STATICblock1,98.0,1.0,1,1,Na
214,STATICblock1,99.0,1.0,1,1,Na
215,STATICblock1,99.0,1.0,1,1,Na
216,STATICblock1,94.0,7.0,1,1,Na
217,STATICblock1,94.0,7.0,1,1,Na
218,STATICblock1,95.0,7.0,1,1,Na
219,STATICblock1,95.0,7.0,1,1,Na
220,STATICblock1,96.0,7.0,1,1,Na
221,STATICblock1,96.0,7.0,1,1,Na
222,STATICblock1,97.0,7.0,1,1,Na
223,STATICblock1,97.0,7.0,1,1,Na
224,STATICblock1,98.0,7.0,1,1,Na
225,STATICblock1,98.0,7.0,1,1,Na
226,STATICblock1,99.0,7.0,1,1,Na
227,STATICblock1,99.0,7.0,1,1,Na
228,STATICblock1,100.0,7.0,1,1,Na
229,STATICblock1,100.0,7.0,1,1,Na
230,STATICblock1,101.0,7.0,1,1,Na
231,STATICblock1,101.0,7.0,1,1,Na
232,STATICblock1,102.0,7.0,1,1,Na
233,STATICblock1,102.0,7.0,1,1,Na
234,STATICblock1,103.0,7.0,1,1,Na
235,STATICblock1,103.0,7.0,1,1,Na
236,STATICblock1,104.0,7.0,1,1,Na
237,STATICblock1,104.0,7.0,1,1,Na
238,STATICblock1,105.0,7.0,1,1,Na
239,STATICblock1,105.0,7.0,1,1,Na
240,STATICblock1,106.0,7.0,1,1,Na
241,STATICblock1,106.0,7.0,1,1,Na
242,STATICblock1,107.0,7.0,1,1,Na
243,STATICblock1,107.0,7.0,1,1,Na
244,STATICblock1,108.0,7.0,1,1,Na
245,STATICblock1,108.0,7.0,1,1,Na
246,STATICblock1,109.0,7.0,1,1,Na
247,STATICblock1,109.0,7.0,1,1,Na
248,STATICblock1,110.0,7.0,1,1,Na
249,STATICblock1,110.0,7.0,1,1,Na
250,STATICblock1,111.0,7.0,1,1,Na
251,STATICblock1,111.0,7.0,1,1,Na
252,STATICblock1,112.0,7.0,1,1,Na
253,STATICblock1,112.0,7.0,1,1,Na
254,STATICblock1,110.0,3.0,1,1,Na
255,STATICblock1,110.0,3.0,1,1,Na
256,STATICblock1,111.0,3.0,1,1,Na
257,STATICblock1,111.0,3.0,1,1,Na
258,STATICblock1,112.0,3.0,1,1,Na
259,STATICblock1,112.0,3.0,1,1,Na
260,STATICblock1,113.0,3.0,1,1,Na
261,STATICblock1,113.0,3.0,1,1,Na
262,STATICblock1,113.0,7.0,1,1,Na
263,STATICblock1,113.0,7.0,1,1,Na
264,STATICblock1,114.0,7.0,1,1,Na
265,STATICblock1,114.0,7.0,1,1,Na
266,STATICblock1,115.0,7.0,1,1,Na
267,STATICblock1,115.0,7.0,1,1,Na
268,STATICblock1,116.0,7.0,1,1,Na
269,STATICblock1,116.0,7.0,1,1,Na
270,STATICblock1,117.0,7.0,1,1,Na
271,STATICblock1,117.0,7.0,1,1,Na
272,STATICblock1,118.0,7.0,1,1,Na
273,STATICblock1,118.0,7.0,1,1,Na
274,STATICblock1,119.0,7.0,1,1,Na
275,STATICblock1,119.0,7.0,1,1,Na
276,STATICblock1,120.0,7.0,1,1,Na
277,STATICblock1,120.0,7.0,1,1,Na
278,STATICblock1,114.0,3.0,1,1,Na
279,STATICblock1,114.0,3.0,1,1,Na
280,STATICblock1,115.0,3.0,1,1,Na
281,STATICblock1,115.0,3.0,1,1,Na
282,STATICblock1,116.0,3.0,1,1,Na
283,STATICblock1,116.0,3.0,1,1,Na
284,STATICblock1,117.0,3.0,1,1,Na
285,STATICblock1,117.0,3.0,1,1,Na
286,STATICblock1,118.0,3.0,1,1,Na
287,STATICblock1,118.0,3.0,1,1,Na
288,STATICblock1,114.0,-1.0,1,1,Na
289,STATICblock1,114.0,-1.0,1,1,Na
290,STATICblock1,115.0,-1.0,1,1,Na
291,STATICblock1,115.0,-1.0,1,1,Na
292,STATICblock1,113.0,-1.0,1,1,Na
293,STATICblock1,113.0,-1.0,1,1,Na
294,STATICblock1,121.0,7.0,1,1,Na
295,STATICblock1,121.0,7.0,1,1,Na
296,STATICblock1,122.0,7.0,1,1,Na
297,STATICblock1,122.0,7.0,1,1,Na
298,STATICblock1,123.0,7.0,1,1,Na
299,STATICblock1,123.0,7.0,1,1,Na
300,STATICblock1,124.0,7.0,1,1,Na
301,STATICblock1,124.0,7.0,1,1,Na
302,STATICblock1,124.0,6.0,1,1,Na
303,STATICblock1,124.0,6.0,1,1,Na
304,STATICblock1,124.0,5.0,1,1,Na
305,STATICblock1,124.0,5.0,1,1,Na
306,STATICblock1,125.0,5.0,1,1,Na
307,STATICblock1,125.0,5.0,1,1,Na
308,STATICblock1,126.0,5.0,1,1,Na
309,STATICblock1,126.0,5.0,1,1,Na
310,STATICblock1,126.0,6.0,1,1,Na
311,STATICblock1,126.0,6.0,1,1,Na
312,STATICblock1,126.0,7.0,1,1,Na
313,STATICblock1,126.0,7.0,1,1,Na
314,STATICblock1,127.0,7.0,1,1,Na
315,STATICblock1,127.0,7.0,1,1,Na
316,STATICblock1,128.0,7.0,1,1,Na
317,STATICblock1,128.0,7.0,1,1,Na
318,STATICblock1,129.0,7.0,1,1,Na
319,STATICblock1,129.0,7.0,1,1,Na
320,STATICblock1,130.0,7.0,1,1,Na
321,STATICblock1,130.0,7.0,1,1,Na
322,STATICblock1,131.0,7.0,1,1,Na
323,STATICblock1,131.0,7.0,1,1,Na
324,STATICblock1,132.0,7.0,1,1,Na
325,STATICblock1,132.0,7.0,1,1,Na
326,STATICblock1,133.0,7.0,1,1,Na
327,STATICblock1,133.0,7.0,1,1,Na
328,STATICblock1,134.0,7.0,1,1,Na
329,STATICblock1,134.0,7.0,1,1,Na
330,STATICblock1,135.0,7.0,1,1,Na
331,STATICblock1,135.0,7.0,1,1,Na
332,STATICblock1,136.0,7.0,1,1,Na
333,STATICblock1,136.0,7.0,1,1,Na
334,STATICblock1,137.0,12.0,1,1,Na
335,STATICblock1,137.0,12.0,1,1,Na
336,STATICblock1,138.0,12.0,1,1,Na
337,STATICblock1,138.0,12.0,1,1,Na
338,STATICblock1,140.0,7.0,1,1,Na
339,STATICblock1,140.0,7.0,1,1,Na
340,STATICblock1,139.0,7.0,1,1,Na
341,STATICblock1,139.0,7.0,1,1,Na
342,STATICblock1,141.0,7.0,1,1,Na
343,STATICblock1,141.0,7.0,1,1,Na
344,STATICblock1,142.0,7.0,1,1,Na
345,STATICblock1,142.0,7.0,1,1,Na
346,STATICblock1,143.0,7.0,1,1,Na
347,STATICblock1,143.0,7.0,1,1,Na
348,STATICblock1,143.0,6.0,1,1,Na
349,STATICblock1,143.0,6.0,1,1,Na
350,STATICblock1,144.0,6.0,1,1,Na
351,STATICblock1,144.0,6.0,1,1,Na
352,STATICblock1,145.0,6.0,1,1,Na
353,STATICblock1,145.0,6.0,1,1,Na
354,STATICblock1,146.0,6.0,1,1,Na
355,STATICblock1,146.0,6.0,1,1,Na
356,STATICblock1,147.0,6.0,1,1,Na
357,STATICblock1,147.0,6.0,1,1,Na
358,STATICblock1,147.0,5.0,1,1,Na
359,STATICblock1,147.0,5.0,1,1,Na
360,STATICblock1,147.0,4.0,1,1,Na
361,STATICblock1,147.0,4.0,1,1,Na
362,STATICblock1,148.0,4.0,1,1,Na
363,STATICblock1,148.0,4.0,1,1,Na
364,STATICblock1,149.0,4.0,1,1,Na
365,STATICblock1,149.0,4.0,1,1,Na
366,STATICblock1,150.0,4.0,1,1,Na
367,STATICblock1,150.0,4.0,1,1,Na
368,STATICblock1,151.0,4.0,1,1,Na
369,STATICblock1,151.0,4.0,1,1,Na
370,STATICblock1,152.0,4.0,1,1,Na
371,STATICblock1,152.0,4.0,1,1,Na
372,STATICblock1,153.0,4.0,1,1,Na
373,STATICblock1,153.0,4.0,1,1,Na
374,STATICblock1,154.0,4.0,1,1,Na
375,STATICblock1,154.0,4.0,1,1,Na
376,STATICblock1,155.0,4.0,1,1,Na
377,STATICblock1,155.0,4.0,1,1,Na
378,STATICblock1,156.0,4.0,1,1,Na
379,STATICblock1,156.0,4.0,1,1,Na
380,STATICblock1,156.0,5.0,1,1,Na
381,STATICblock1,156.0,5.0,1,1,Na
382,STATICblock1,156.0,6.0,1,1,Na
383,STATICblock1,156.0,6.0,1,1,Na
384,STATICblock1,157.0,6.0,1,1,Na
385,STATICblock1,157.0,6.0,1,1,Na
386,STATICblock1,158.0,6.0,1,1,Na
387,STATICblock1,158.0,6.0,1,1,Na
388,STATICblock1,159.0,6.0,1,1,Na
389,STATICblock1,159.0,6.0,1,1,Na
390,STATICblock1,159.0,7.0,1,1,Na
391,STATICblock1,159.0,7.0,1,1,Na
392,STATICblock1,162.0,7.0,1,1,Na
393,STATICblock1,162.0,7.0,1,1,Na
394,STATICblock1,163.0,7.0,1,1,Na
395,STATICblock1,163.0,7.0,1,1,Na
396,STATICblock1,164.0,7.0,1,1,Na
397,STATICblock1,164.0,7.0,1,1,Na
398,STATICblock1,165.0,7.0,1,1,Na
399,STATICblock1,165.0,7.0,1,1,Na
400,STATICblock1,166.0,5.0,1,1,Na
401,STATICblock1,166.0,5.0,1,1,Na
402,STATICblock1,166.0,6.0,1,1,Na
403,STATICblock1,166.0,6.0,1,1,Na
404,STATICblock1,166.0,7.0,1,1,Na
405,STATICblock1,166.0,7.0,1,1,Na
406,STATICblock1,167.0,5.0,1,1,Na
407,STATICblock1,167.0,5.0,1,1,Na
408,STATICblock1,168.0,5.0,1,1,Na
409,STATICblock1,168.0,5.0,1,1,Na
410,STATICblock1,168.0,6.0,1,1,Na
411,STATICblock1,168.0,6.0,1,1,Na
412,STATICblock1,168.0,7.0,1,1,Na
413,STATICblock1,168.0,7.0,1,1,Na
414,STATICblock1,169.0,7.0,1,1,Na
415,STATICblock1,169.0,7.0,1,1,Na
416,STATICblock1,170.0,7.0,1,1,Na
417,STATICblock1,170.0,7.0,1,1,Na
418,STATICblock1,171.0,7.0,1,1,Na
419,STATICblock1,171.0,7.0,1,1,Na
420,STATICblock1,172.0,7.0,1,1,Na
421,STATICblock1,172.0,7.0,1,1,Na
422,STATICblock1,173.0,7.0,1,1,Na
423,STATICblock1,173.0,7.0,1,1,Na
424,STATICblock1,172.0,3.0,1,1,Na
425,STATICblock1,172.0,3.0,1,1,Na
426,STATICblock1,173.0,3.0,1,1,Na
427,STATICblock1,173.0,3.0,1,1,Na
428,STATICblock1,174.0,3.0,1,1,Na
429,STATICblock1,174.0,3.0,1,1,Na
430,STATICblock1,174.0,7.0,1,1,Na
431,STATICblock1,174.0,7.0,1,1,Na
432,STATICblock1,175.0,7.0,1,1,Na
433,STATICblock1,175.0,7.0,1,1,Na
434,STATICblock1,176.0,7.0,1,1,Na
435,STATICblock1,176.0,7.0,1,1,Na
436,STATICblock1,177.0,7.0,1,1,Na
437,STATICblock1,177.0,7.0,1,1,Na
438,STATICblock1,178.0,7.0,1,1,Na
439,STATICblock1,178.0,7.0,1,1,Na
440,STATICblock1,179.0,7.0,1,1,Na
441,STATICblock1,179.0,7.0,1,1,Na
442,STATICblock1,180.0,7.0,1,1,Na
443,STATICblock1,180.0,7.0,1,1,Na
444,STATICblock1,181.0,7.0,1,1,Na
445,STATICblock1,181.0,7.0,1,1,Na
446,STATICblock1,185.0,7.0,1,1,Na
447,STATICblock1,185.0,7.0,1,1,Na
448,STATICblock1,186.0,7.0,1,1,Na
449,STATICblock1,186.0,7.0,1,1,Na
450,STATICblock1,188.0,7.0,1,1,Na
451,STATICblock1,188.0,7.0,1,1,Na
452,STATICblock1,187.0,7.0,1,1,Na
453,STATICblock1,187.0,7.0,1,1,Na
454,STATICblock1,187.0,3.0,1,1,Na
455,STATICblock1,187.0,3.0,1,1,Na
456,STATICblock1,188.0,3.0,1,1,Na
457,STATICblock1,188.0,3.0,1,1,Na
458,STATICblock1,189.0,3.0,1,1,Na
459,STATICblock1,189.0,3.0,1,1,Na
460,STATICblock1,189.0,7.0,1,1,Na
461,STATICblock1,189.0,7.0,1,1,Na
462,STATICblock1,190.0,7.0,1,1,Na
463,STATICblock1,190.0,7.0,1,1,Na
464,STATICblock1,191.0,7.0,1,1,Na
465,STATICblock1,191.0,7.0,1,1,Na
466,STATICblock1,192.0,7.0,1,1,Na
467,STATICblock1,192.0,7.0,1,1,Na
468,STATICblock1,193.0,7.0,1,1,Na
469,STATICblock1,193.0,7.0,1,1,Na
470,STATICblock1,194.0,7.0,1,1,Na
471,STATICblock1,194.0,7.0,1,1,Na
472,STATICblock1,195.0,6.0,1,1,Na
473,STATICblock1,195.0,6.0,1,1,Na
474,STATICblock1,196.0,5.0,1,1,Na
475,STATICblock1,196.0,5.0,1,1,Na
476,STATICblock1,197.0,4.0,1,1,Na
477,STATICblock1,197.0,4.0,1,1,Na
478,STATICblock1,198.0,3.0,1,1,Na
479,STATICblock1,198.0,3.0,1,1,Na
480,STATICblock1,199.0,2.0,1,1,Na
481,STATICblock1,199.0,2.0,1,1,Na
482,STATICblock1,200.0,1.0,1,1,Na
483,STATICblock1,200.0,1.0,1,1,Na
484,STATICblock1,201.0,0.0,1,1,Na
485,STATICblock1,201.0,0.0,1,1,Na
486,STATICblock1,202.0,0.0,1,1,Na
487,STATICblock1,202.0,0.0,1,1,Na
488,STATICblock1,202.0,1.0,1,1,Na
489,STATICblock1,202.0,1.0,1,1,Na
490,STATICblock1,202.0,2.0,1,1,Na
491,STATICblock1,202.0,2.0,1,1,Na
492,STATICblock1,202.0,3.0,1,1,Na
493,STATICblock1,202.0,3.0,1,1,Na
494,STATICblock1,202.0,4.0,1,1,Na
495,STATICblock1,202.0,4.0,1,1,Na
496,STATICblock1,202.0,5.0,1,1,Na
497,STATICblock1,202.0,5.0,1,1,Na
498,STATICblock1,202.0,6.0,1,1,Na
499,STATICblock1,202.0,6.0,1,1,Na
500,STATICblock1,203.0,7.0,1,1,Na
501,STATICblock1,203.0,7.0,1,1,Na
502,STATICblock1,204.0,7.0,1,1,Na
503,STATICblock1,204.0,7.0,1,1,Na
504,STATICblock1,205.0,7.0,1,1,Na
505,STATICblock1,205.0,7.0,1,1,Na
506,STATICblock1,206.0,7.0,1,1,Na
507,STATICblock1,206.0,7.0,1,1,Na
508,STATICblock1,207.0,7.0,1,1,Na
509,STATICblock1,207.0,7.0,1,1,Na
510,STATICblock1,208.0,7.0,1,1,Na
511,STATICblock1,208.0,7.0,1,1,Na
512,STATICblock1,210.0,7.0,1,1,Na
513,STATICblock1,210.0,7.0,1,1,Na
514,STATICblock1,209.0,7.0,1,1,Na
515,STATICblock1,209.0,7.0,1,1,Na
516,STATICblock1,211.0,6.0,1,1,Na
517,STATICblock1,211.0,6.0,1,1,Na
518,STATICblock1,212.0,6.0,1,1,Na
519,STATICblock1,212.0,6.0,1,1,Na
520,STATICblock1,213.0,7.0,1,1,Na
521,STATICblock1,213.0,7.0,1,1,Na
522,STATICblock1,214.0,7.0,1,1,Na
523,STATICblock1,214.0,7.0,1,1,Na
524,STATICblock1,212.0,3.0,1,1,Na
525,STATICblock1,212.0,3.0,1,1,Na
526,STATICblock1,212.0,0.0,1,1,Na
527,STATICblock1,212.0,0.0,1,1,Na
528,STATICblock1,212.0,-3.0,1,1,Na
529,STATICblock1,212.0,-3.0,1,1,Na
530,STATICblock1,212.0,-6.0,1,1,Na
531,STATICblock1,212.0,-6.0,1,1,Na
532,STATICblock1,215.0,7.0,1,1,Na
533,STATICblock1,215.0,7.0,1,1,Na
534,STATICblock1,216.0,7.0,1,1,Na
535,STATICblock1,216.0,7.0,1,1,Na
536,STATICblock1,217.0,7.0,1,1,Na
537,STATICblock1,217.0,7.0,1,1,Na
538,STATICblock1,218.0,7.0,1,1,Na
539,STATICblock1,218.0,7.0,1,1,Na
540,STATICblock1,219.0,7.0,1,1,Na
541,STATICblock1,219.0,7.0,1,1,Na
542,STATICblock1,220.0,7.0,1,1,Na
543,STATICblock1,220.0,7.0,1,1,Na
544,STATICblock1,221.0,7.0,1,1,Na
545,STATICblock1,221.0,7.0,1,1,Na
546,STATICblock1,222.0,7.0,1,1,Na
547,STATICblock1,222.0,7.0,1,1,Na
548,STATICblock1,223.0,7.0,1,1,Na
549,STATICblock1,223.0,7.0,1,1,Na
550,STATICblock1,224.0,7.0,1,1,Na
551,STATICblock1,224.0,7.0,1,1,Na
552,STATICblock1,225.0,7.0,1,1,Na
553,STATICblock1,225.0,7.0,1,1,Na
554,STATICblock1,223.0,6.0,1,1,Na
555,STATICblock1,223.0,6.0,1,1,Na
556,STATICblock1,223.0,5.0,1,1,Na
557,STATICblock1,223.0,5.0,1,1,Na
558,STATICblock1,223.0,4.0,1,1,Na
559,STATICblock1,223.0,4.0,1,1,Na
560,STATICblock1,223.0,3.0,1,1,Na
561,STATICblock1,223.0,3.0,1,1,Na
562,STATICblock1,222.0,3.0,1,1,Na
563,STATICblock1,222.0,3.0,1,1,Na
564,STATICblock1,221.0,3.0,1,1,Na
565,STATICblock1,221.0,3.0,1,1,Na
566,STATICblock1,223.0,2.0,1,1,Na
567,STATICblock1,223.0,2.0,1,1,Na
568,STATICblock1,221.0,2.0,1,1,Na
569,STATICblock1,221.0,2.0,1,1,Na
570,STATICblock1,219.0,2.0,1,1,Na
571,STATICblock1,219.0,2.0,1,1,Na
572,STATICblock1,219.0,3.0,1,1,Na
573,STATICblock1,219.0,3.0,1,1,Na
574,STATICblock1,220.0,3.0,1,1,Na
575,STATICblock1,220.0,3.0,1,1,Na
576,STATICblock1,219.0,4.0,1,1,Na
577,STATICblock1,219.0,4.0,1,1,Na
578,STATICblock1,45.0,-2.0,1,1,Na
579,STATICblock1,45.0,-2.0,1,1,Na
